naam;samenvatting;thema;onderwerp;eigenaar;data url;data url error;kaart url;laagnaam
Kadastrale Percelen;Overzicht van de ligging van kadastrale percelen in Nederland;Ruimtelijke Plannen;Ruimtelijke_Inrichting;Kadaster;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/kadastralekaartv2/wms?"")";Timeout na 5 seconden;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/kadastralekaartv2/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=perceelnummer,perceel&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";perceelnummer,perceel
Stiltegebieden;Stiltegebieden zijn plaatsen waar rust heerst en waar alleen geluiden zijn toegestaan die bij het gebied horen.;Geluid;Stiltegebieden;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=PS.ProtectedSiteStilteGebieden&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";PS.ProtectedSiteStilteGebieden
Geluidhinder van bromfietsen en scooters;Op de kaart ziet u welk percentage van de bevolking in de door u gekozen gemeente ernstig gehinderd is door geluid van bromfietsen en/of scooters;Geluid;geluidhinder;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/alo/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm_rc_ernhinbrommer&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/alo/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm_rc_ernhinbrommer&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm_rc_ernhinbrommer
Geluidhinder treinen;Op de kaart ziet u welk percentage van de bevolking in de door u gekozen gemeente ernstig gehinderd is door geluid van passerende treinen. ;Geluid;geluidhinder;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/alo/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm_rc_ernhintrein&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/alo/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm_rc_ernhintrein&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm_rc_ernhintrein
Geluidhinder wegverkeer < 50 km/u;Welk percentage van de bevolking in de door u gekozen gemeente is ernstig gehinderd door geluid van wegverkeer op wegen waar niet harder gereden mag worden dan 50 kilometer per uur?;Geluid;geluidhinder;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/alo/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm_rc_ernhinverkeer50m&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/alo/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm_rc_ernhinverkeer50m&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm_rc_ernhinverkeer50m
Geluidhinder wegverkeer > 50 km/u;Welk percentage van de bevolking in de door u gekozen gemeente is ernstig gehinderd door geluid van wegverkeer op wegen waar harder gereden mag worden dan 50 kilometer per uur?;Geluid;geluidhinder;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/alo/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm_rc_ernhinverkeer50p&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/alo/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm_rc_ernhinverkeer50p&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm_rc_ernhinverkeer50p
Geluidhinder vliegtuigen;Op de kaart ziet u welk percentage van de bevolking in de door u gekozen gemeente ernstig gehinderd is door geluid van vliegtuigen.;Geluid;geluidhinder;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/alo/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm_rc_ernhinvlieg&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/alo/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm_rc_ernhinvlieg&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm_rc_ernhinvlieg
Geluid wegverkeer 2011 (Lden);Geluidbelasting alle grotere wegen, over een etmaal (Lden) voor 2011;Geluid;wegverkeer;Planbureau voor de Leefomgeving (PBL);"=HYPERLINK("""")";400;"=HYPERLINK(""http://geoservice.pbl.nl/arcgis/services/projecten/Geluidbelasting_wegen_2008_Atlas_Leefomgeving/MapServer/WMSServer?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=0&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";0
Geluid vliegverkeer 2011 (Lden);Vliegtuigverkeer is een belangrijke bron van lawaai en geluidhinder. Deze kaart toont de geluidbelasting rondom Schiphol in 2011.;Geluid;Geluid vliegverkeer;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm:geluid_schiphol_2011&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm:geluid_schiphol_2011&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm:geluid_schiphol_2011
Nachtelijk geluid treinverkeer 2011 (Lnight);Geluidkaart van het treinverkeer 's nachts over 2011;Geluid;Spoorwegen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=geluid_lnight_spoor_2011&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=geluid_lnight_spoor_2011&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";geluid_lnight_spoor_2011
Geluid treinverkeer 2011 (Lden);Geluidkaart van het treinverkeer over 2011;Geluid;Spoorwegen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=geluid_lden_spoor_2011&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=geluid_lden_spoor_2011&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";geluid_lden_spoor_2011
Nachtelijk geluid wegverkeer rijkswegen 2011 (Lnight);Nachtelijk geluid van wegverkeer op rijkswegen in 2011 (Lnight);Geluid;wegverkeer;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/rwsgeluidskaarten?"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/rwsgeluidskaarten?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=AAA600&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";AAA600
Geluid wegverkeer rijkswegen 2011 (Lden);Geluid van rijkswegen over een etmaal (Lden) in 2011;Geluid;wegverkeer;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/rwsgeluidskaarten?"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/rwsgeluidskaarten?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=AAA500&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";AAA500
Fietsknooppunten netwerk;Het fietsknooppunten netwerk;Groen;Gebruik;Stichting Landelijk Fietsplatform;"=HYPERLINK("""")";501;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/fietsknooppuntennetwerk/ows?SERVICE=WMS&amp;?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=knooppunten,netwerken&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";knooppunten,netwerken
Groen Gebruik Speelruimte 2008 RIVM;Het gemiddeld aantal kinderen (0-17-jarigen) per hectare speelruimte per gemeente;Groen;Gebruik;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm:zorgatlas_gem_speelruimte_2008&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm:zorgatlas_gem_speelruimte_2008&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm:zorgatlas_gem_speelruimte_2008
Groen Beschikbaarheid Openbaar Groen bij Woningen PBL;Voor het dagelijks gebruik van groen (spelen, luieren, ontmoeten en sporten) zijn openbare groen- gebieden dichtbij de woning belangrijk. ;Groen;Beschikbaarheid;Planbureau voor de Leefomgeving (PBL);"=HYPERLINK("""")";Unsupported output format: json.;"=HYPERLINK(""http://geoservice.pbl.nl/arcgis/services/projecten/GIOS2010/MapServer/WMSServer?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=7&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";7
Nationale Parken 2014;Op de kaart ziet u waar de Nationale Parken in Nederland liggen.;Groen;Beschikbaarheid;Ministerie van Economische Zaken;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/nationaleparken/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=nationaleparken&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/nationaleparken/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=nationaleparken&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";nationaleparken
Natuurnetwerk Nederland (ehs);Hier ziet u het Natuurnetwerk Nederland (NNN), de voormalige Ecologische Hoofdstructuur;Groen;Beschikbaarheid;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=PS.ProtectedSiteEcologischeHoofdstructuur&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";PS.ProtectedSiteEcologischeHoofdstructuur
Natura 2000-gebieden (peildatum 15 juli 2015);Natura 2000 is het samenhangend netwerk van beschermde natuurgebieden in de Europese Unie bestaande uit Vogelrichtlijn- en Habitatrichtlijngebieden.;Groen;Beschikbaarheid;Ministerie van Economische Zaken;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/natura2000/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=natura2000&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/natura2000/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=natura2000&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";natura2000
Soortendiversiteit van Rode-Lijstsoorten;Op de kaart wordt voor heel Nederland de geschatte soortendiversiteit van Rode-Lijstsoorten per kilometerhok weergegeven;Groen;;Nationale Databank Flora en Fauna;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=soortendiversiteit_rl&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";soortendiversiteit_rl
Soortendiversiteit in Nederland;Op de kaart wordt voor heel Nederland de geschatte soortendiversiteit per kilometerhok weergegeven;Groen;;Nationale Databank Flora en Fauna;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=soortendiversiteit&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";soortendiversiteit
Maximale waterdiepte bij een overstroming;De maximale diepte van het water bij een overstroming;Veiligheid;Water;Rijkswaterstaat;"=HYPERLINK(""http://geoservices.rijkswaterstaat.nl/nis_blue_spots_raster"")";;"=HYPERLINK(""http://geoservices.rijkswaterstaat.nl/nis_blue_spots_raster?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=diep_risicokaart&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";diep_risicokaart
Transport over de weg;Externe veiligheid, transport gevaarlijke stoffen over wegen waarvan er bekend is dat er een overschrijding van de wettelijke norm is.;Veiligheid;Transport;Interprovinciaal Overleg (IPO);"=HYPERLINK("""")";500;"=HYPERLINK(""http://servicespub.risicokaart.nl/rk_services_pub/services/WMS-risicokaart?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=trns_wegen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";trns_wegen
Transport buisleiding;Externe veiligheid, transport gevaarlijke stoffen door buisleidingen;Veiligheid;Transport;Interprovinciaal Overleg (IPO);"=HYPERLINK("""")";500;"=HYPERLINK(""http://servicespub.risicokaart.nl/rk_services_pub/services/WMS-risicokaart?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=trns_buisleidingen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";trns_buisleidingen
Plaatsgebonden risico (10-6 contour);de kans per jaar dat een persoon, die zich continu en onbeschermd op een bepaalde plaats bevindt, overlijdt als direct gevolg van een ongeval met gevaarlijke stoffen bij een risicovolle activiteit;Veiligheid;Ongevallen_Stoffen;Interprovinciaal Overleg (IPO);"=HYPERLINK("""")";500;"=HYPERLINK(""http://servicespub.risicokaart.nl/rk_services_pub/services/WMS-risicokaart?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=risico_inrichting_10-6,risico_installatie_10-6,trnsp_ctr_6&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";risico_inrichting_10-6,risico_installatie_10-6,trnsp_ctr_6
Kwetsbare objecten;"Kwetsbare objecten Risicokaart; Vulnerable objects Risk Map";Veiligheid;Kwetsbare_Objecten;Interprovinciaal Overleg (IPO);"=HYPERLINK("""")";500;"=HYPERLINK(""http://servicespub.risicokaart.nl/rk_services_pub/services/WMS-risicokaart?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=kwetsbare_objecten&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";kwetsbare_objecten
Inrichtingen gevaarlijke stoffen;Externe veiligheid, inrichtingen gevaarlijke stoffen;Veiligheid;Inrichtingen;Interprovinciaal Overleg (IPO);"=HYPERLINK("""")";500;"=HYPERLINK(""http://servicespub.risicokaart.nl/rk_services_pub/services/WMS-risicokaart?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=p_BRZO,p_LPG,p_ammoniak,p_defensie,p_vuurwerk,p_nucleair,p_vervoer,p_opslag,p_overig,p_emplacement&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";p_BRZO,p_LPG,p_ammoniak,p_defensie,p_vuurwerk,p_nucleair,p_vervoer,p_opslag,p_overig,p_emplacement
Zwemwaterlocaties;Buitenzwemplekken in Nederland met een beoordeling van de kwaliteit ervan;Water;Waterrecreatie;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://www.zwemwater.nl/zwr-ogc/services"")";;"=HYPERLINK(""http://www.zwemwater.nl/zwr-ogc/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=zwemplek&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";zwemplek
Vorderingen Bodemonderzoek en sanering;De kaart toont de vorderingen van het bodemonderzoek of de bodemsanering;Bodem;Bodemverontreiniging;Ministerie van Infrastructuur en Milieu;"=HYPERLINK("""")";404;"=HYPERLINK(""http://www.dinoservices.nl/wms/dinomap/M11M0867?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=WBB_locaties,WBB_punten&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";WBB_locaties,WBB_punten
Actueel hoogtebestand 2 (0,5m resolutie);Het actueel hoogtebestand versie 2 op 0,5 meter resolutie;Bodem;Fysischgeografischeregios;Rijkswaterstaat;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/ahn2/atom/ahn2_05m_non.xml"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/ahn2/atom/ahn2_05m_non.xml?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=ahn2_05m_ruw&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";ahn2_05m_ruw
Actueel hoogtebestand 2 (5m resolutie);Het actueel hoogtebestand versie 2 op 5 meter resolutie;Bodem;Fysischgeografischeregios;Rijkswaterstaat;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/ahn2/atom/ahn2_05m_ruw.xml"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/ahn2/atom/ahn2_05m_ruw.xml?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=ahn2_5m&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";ahn2_5m
Archeologische Landschappen - Landschapszones;De Archeologische Landschappenkaart van Nederland maakt de samenhang tussen gegevens over landschap en archeologie op landelijk niveau inzichtelijk.;Bodem;;Rijksdienst Cultureel Erfgoed;"=HYPERLINK(""http://services.rce.geovoorziening.nl/landschappenkaart/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=LandschappenkaartNL_agg&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://services.rce.geovoorziening.nl/landschappenkaart/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=LandschappenkaartNL_agg&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";LandschappenkaartNL_agg
Leefbaarometer buurtscore 2012;Op de kaart ziet u de leefbaarheid op buurtniveau in 2012.;Leefbaarheid;Leefbaarometer;Binnenlandse Zaken en Koninkrijksrelaties (BZK);"=HYPERLINK("""")";404;"=HYPERLINK(""http://www.leefbaarometer.nl/geoserver/wms/?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=buurten_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";buurten_2012
Leefbaarometer clusterveschilkaart 1998- 2012;Op de kaart ziet u de ontwikkeling van de leefbaarheid van 1998 tot 2012;Leefbaarheid;Leefbaarometer;Binnenlandse Zaken en Koninkrijksrelaties (BZK);"=HYPERLINK("""")";404;"=HYPERLINK(""http://www.leefbaarometer.nl/geoserver/wms/?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=clusters_1998-2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";clusters_1998-2012
Leefbaarometer clusterscore 2012;Op de kaart ziet u de leefbaarheid op de door u gekozen locatie;Leefbaarheid;Leefbaarometer;Binnenlandse Zaken en Koninkrijksrelaties (BZK);"=HYPERLINK("""")";404;"=HYPERLINK(""http://www.leefbaarometer.nl/geoserver/wms/?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=clusters_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";clusters_2012
Leefbaarometer gemeentescore 2012;Op de kaart ziet u de leefbaarheid op gemeenteniveau;Leefbaarheid;Leefbaarometer;Binnenlandse Zaken en Koninkrijksrelaties (BZK);"=HYPERLINK("""")";404;"=HYPERLINK(""http://www.leefbaarometer.nl/geoserver/wms/?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=gemeenten_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";gemeenten_2012
Leefbaarometer:  40 (oorspronkelijke) aandachtswijken;De kaart toont de 40 (oorspronkelijke) aandachtsgebieden;Gebiedsindelingen;Gebieden 2012;Binnenlandse Zaken en Koninkrijksrelaties (BZK);"=HYPERLINK(""http://acg-prd:9093/geoserver/leefbaarometer/wms?"")";Niet gelukt om verbinding met server te maken;"=HYPERLINK(""http://acg-prd:9093/geoserver/leefbaarometer/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=40_wijken&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";40_wijken
CBS: Topografische grenzen van alle Nederlandse wijken 2012;CBS Gebiedsindeling Wijken voor het jaar 2012.;Gebiedsindelingen;Gebieden 2012;Centraal Bureau voor de Statistiek;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/wijkenbuurten2012/ows?SERVICE=wfs&amp;?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=cbs_wijken_2012&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/wijkenbuurten2012/ows?SERVICE=WMS&amp;?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=cbs_wijken_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";cbs_wijken_2012
CBS Gemeenten 2014;Gemeentegrenzen uit 2014;Gebiedsindelingen;cbs;Centraal Bureau voor de Statistiek;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/cbsgebiedsindelingen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=cbs_gemeente_2014_gegeneraliseerd,cbs_gemeente_2014_labelpoint&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/cbsgebiedsindelingen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=cbs_gemeente_2014_gegeneraliseerd,cbs_gemeente_2014_labelpoint&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";cbs_gemeente_2014_gegeneraliseerd,cbs_gemeente_2014_labelpoint
CBS Buurten 2014;Hier de begrenzing van buurten in 2014, inclusief de cbs kerncijfers;Gebiedsindelingen;cbs;Centraal Bureau voor de Statistiek;"=HYPERLINK(""http://www.cbs.nl/nl-NL/menu/themas/dossiers/nederland-regionaal/links/2014-buurtkaart-shape-versie-1-el.htm"")";;"=HYPERLINK(""http://www.cbs.nl/nl-NL/menu/themas/dossiers/nederland-regionaal/links/2014-buurtkaart-shape-versie-1-el.htm?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=cbs_buurten_2014&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";cbs_buurten_2014
Actuele administratieve grenzen;De actuele gemeente-, provincie- en landsgrens;Gebiedsindelingen;Gebiedsindeling;Kadaster;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/bestuurlijkegrenzen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=gemeenten,provincies,landsgrens&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/bestuurlijkegrenzen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=gemeenten,provincies,landsgrens&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";gemeenten,provincies,landsgrens
