naam;samenvatting;thema;onderwerp;eigenaar;data url;data url error;kaart url;laagnaam
Transportroutes over water - zee;De kaart laat het internationale verkeersscheidingsstelsel voor de scheepvaart zien op het Nederlandse Continentaal Plat (NCP) als onderdeel van de functie van water in de voorziening van transport. ;Overig;Overig;Deltares;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/verkeersscheidingsstelsel/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=begrenzing&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/verkeersscheidingsstelsel/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=begrenzing&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";begrenzing
Gewasverdamping;Per etmaal wordt de referentie gewasverdamping berekend volgens de methode Makkink.;Overig;Overig;Koninklijk Nederlands Meteorologisch Instituut (KNMI);"=HYPERLINK(""http://data.knmi.nl/inspire/atom?dataset=urn:xkdc:ds:nl.knmi::etmaalgegevensKNMIstations/1/"")";;"=HYPERLINK(""http://data.knmi.nl/inspire/atom?dataset=urn:xkdc:ds:nl.knmi::etmaalgegevensKNMIstations/1/?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=EV24&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";EV24
Transportroutes over rivieren en meren;De kaart is een weergave van de verscheidenheid aan typen vaarwegen en dat niet alle rivieren of meren voor elk type schip bevaarbaar zijn.;Overig;Overig;Deltares;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=DANK:dank025_vaarwegen_rivieren_meren_vin_2013&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=DANK:dank025_vaarwegen_rivieren_meren_vin_2013&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";DANK:dank025_vaarwegen_rivieren_meren_vin_2013
Fysisch Geografische Regio's 2013;Indeling van Nederland in Fysisch-Geografische Regio's.;Overig;Overig;Ministerie van Economische Zaken;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/fysischgeografischeregios/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=fysischgeografischeregios&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/fysischgeografischeregios/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=fysischgeografischeregios&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";fysischgeografischeregios
Beperking energieopwekking door koelcapaciteit oppervlaktewater;Deze kaart brengt de locaties in beeld van de van koelwater afhankelijke gebruikers. ;Overig;Overig;Deltares;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=DANK:DANK-020_Koelwaterlozingen&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=DANK:DANK-020_Koelwaterlozingen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";DANK:DANK-020_Koelwaterlozingen
Draagkracht - Minimale funderingsdiepte;De diepteligging van het Pleistocene zand geeft vaak, maar niet altijd aan wat de minimale lengte van funderingspalen zal moeten zijn. ;Overig;Overig;Deltares;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/ows?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=DANK:DANK-024b_draagkracht_funderingsdiepte&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/ows?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=DANK:DANK-024b_draagkracht_funderingsdiepte&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";DANK:DANK-024b_draagkracht_funderingsdiepte
Draagkracht - Zettingsgevoeligheid;Zettingsgevoeligheid van de bodem;Overig;Overig;Deltares;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=DANK:DANK024a_draagkracht_totale_zetting&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";DANK:DANK024a_draagkracht_totale_zetting
Bodemkaart 1:50.000;De bodemkaart 1:50000 uit 2006;Overig;Overig;Alterra, Wageningen UR;"=HYPERLINK("""")";Requested version '1.1.0' is not supported by this service. Supported versions are '2.0.0'. ;"=HYPERLINK(""http://www.broinspireservices.nl/wms/ossosgm-a-v1.0?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=SO.SoilBody&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";SO.SoilBody
Bodemgebruik 2010;Deze dataset geeft inzicht in hoe we verspreid over Nederland gebruik maken van het land.;Overig;Overig;Centraal Bureau voor de Statistiek;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/bestandbodemgebruik2010/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=bestandbodemgebruik2010:bbg2010&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/bestandbodemgebruik2010/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=bestandbodemgebruik2010:bbg2010&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";bestandbodemgebruik2010:bbg2010
Groen Gebruik Speelruimte 2008 RIVM;Het gemiddeld aantal kinderen (0-17-jarigen) per hectare speelruimte per gemeente;Groen;Gebruik;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm:zorgatlas_gem_speelruimte_2008&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm:zorgatlas_gem_speelruimte_2008&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm:zorgatlas_gem_speelruimte_2008
Fietsknooppunten netwerk;Het fietsknooppunten netwerk;Groen;Gebruik;Stichting Landelijk Fietsplatform;"=HYPERLINK("""")";501;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/fietsknooppuntennetwerk/ows?SERVICE=WMS&amp;?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=knooppunten,netwerken&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";knooppunten,netwerken
Groen Beschikbaarheid Openbaar Groen bij Woningen PBL;Voor het dagelijks gebruik van groen (spelen, luieren, ontmoeten en sporten) zijn openbare groen- gebieden dichtbij de woning belangrijk. ;Groen;Beschikbaarheid;Planbureau voor de Leefomgeving (PBL);"=HYPERLINK("""")";Unsupported output format: json.;"=HYPERLINK(""http://geoservice.pbl.nl/arcgis/services/projecten/GIOS2010/MapServer/WMSServer?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=7&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";7
Nationale Parken;In de Nationale Parken zijn bijzondere landschappen, dieren en planten te vinden. Kijk hier waar de 20 Parken in Nederland liggen.;Groen;Beschikbaarheid;Ministerie van Economische Zaken;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/nationaleparken/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=nationaleparken&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/nationaleparken/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=nationaleparken&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";nationaleparken
Natuurnetwerk Nederland (ehs);Hier ziet u het Natuurnetwerk Nederland (NNN), de voormalige Ecologische Hoofdstructuur;Groen;Beschikbaarheid;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=PS.ProtectedSiteEcologischeHoofdstructuur&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";PS.ProtectedSiteEcologischeHoofdstructuur
Natura 2000-gebieden (peildatum 17 februari 2015);Natura 2000 is het samenhangend netwerk van beschermde natuurgebieden in de Europese Unie bestaande uit Vogelrichtlijn- en Habitatrichtlijngebieden.;Groen;Beschikbaarheid;Ministerie van Economische Zaken;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/natura2000/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=natura2000&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/natura2000/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=natura2000&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";natura2000
Zwemwaterlocaties;Buitenzwemplekken in Nederland met een beoordeling van de kwaliteit ervan;Water;Waterrecreatie;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://www.zwemwater.nl/zwr-ogc/services"")";;"=HYPERLINK(""http://www.zwemwater.nl/zwr-ogc/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=zwemplek&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";zwemplek
Locaties met mogelijke Bodemverontreiniging (HBB locaties);Deze locaties komen voort uit een landelijke inventarisatie van (bedrijfs-) activiteiten die in het verleden mogelijk voor een belasting van de bodem zouden kunnen hebben gezorgd;Bodem;Bodemverontreiniging;Rijkswaterstaat;"=HYPERLINK("""")";404;"=HYPERLINK(""http://www.dinoservices.nl/wms/dinomap/M10L2359?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=HBB_punten&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";HBB_punten
Stikstofdioxide 2013 (NO2);De stikstofdioxide-concentratie (NO2) voor 2013;Luchtkwaliteit;Wegverkeer;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=nsl:nsl_20141204_gm_NO22013&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";nsl:nsl_20141204_gm_NO22013
Fijnstof 2013 (pm10);Fijn stof concentraties (pm10) voor 2013;Luchtkwaliteit;Wegverkeer;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=nsl:nsl_20141204_gm_pm102013&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";nsl:nsl_20141204_gm_pm102013
Fijnstof 2013 (pm2,5);Fijn stof concentraties (pm2,5) voor 2013;Luchtkwaliteit;Wegverkeer;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=nsl:nsl_20141204_gm_pm252013&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";nsl:nsl_20141204_gm_pm252013
Roet (EC) 2013;De roetkaart toont de roetconcentratie in Nederland voor 2013;Luchtkwaliteit;Wegverkeer;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=nsl:nsl_20141204_gm_EC2013&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";nsl:nsl_20141204_gm_EC2013
Werelderfgoed;Cultureel erfgoed dat op de werelderfgoedlijst staat;Cultureel Erfgoed;Erfgoed;Rijksdienst Cultureel Erfgoed;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=WorldHeritage&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=WorldHeritage&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";WorldHeritage
Rijksmonumenten;De kaart laat de beschermde Rijksmonumenten in Nederland zien;Cultureel Erfgoed;Monumenten;Rijksdienst Cultureel Erfgoed;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=NationalListedMonuments&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=NationalListedMonuments&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";NationalListedMonuments
Indicatieve Kaart Archeologische Waarden;Indicatieve Kaart Archeologische Waarden;Cultureel Erfgoed;Monumenten;Rijksdienst Cultureel Erfgoed;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rce_ikaw3_2008&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rce_ikaw3_2008
Stads- en Dorpsgezichten;Gebieden die beschermd zijn als stads- of dorpsgezicht;Cultureel Erfgoed;Erfgoed;Rijksdienst Cultureel Erfgoed;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=Townscapes&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Townscapes&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Townscapes
Archeologische Monumenten Kaart (AMK);De kaart geeft inzicht in de aard, waardering, ligging en omvang van archeologische monumenten.;Cultureel Erfgoed;Monumenten;Rijksdienst Cultureel Erfgoed;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=ArcheologicalMonuments&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=ArcheologicalMonuments&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";ArcheologicalMonuments
Buitenplaatsen;De kaart toont de begrenzingen van de rijksbeschermde buitenplaatsen;Cultureel Erfgoed;Monumenten;Rijksdienst Cultureel Erfgoed;"=HYPERLINK(""http://services.rce.geovoorziening.nl/buitenplaatsen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=Buitenplaatsen&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://services.rce.geovoorziening.nl/buitenplaatsen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Buitenplaatsen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Buitenplaatsen
Lichtemissie 2012;De hoeveelheid licht dat van boven te zien was in 2012;Licht;Lichtemissie;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?service=WMS&amp;version=1.1.0&amp;request=GetMap&amp;layers=dmg:licht_lichtemissie_2012&amp;styles&amp;srs=EPSG:28992&amp;format=image/png&amp;bbox=15183.90684,357558.82000000007,269383.90684,611658.8200000001&amp;width=512&amp;height=511?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=licht_lichtemissie_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";licht_lichtemissie_2012
Hemelhelderheid in de nacht, met bewolking;Berekende hemelhelderheid in de nacht, bij een bewolkte hemel;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dmg:licht_20150315_gm_hhnachtbew&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dmg:licht_20150315_gm_hhnachtbew
Hemelhelderheid in de nacht, zonder bewolking;Berekende hemelhelderheid in de nacht, bij een onbewolkte hemel;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dmg:licht_20150315_gm_hhnachtonbew&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dmg:licht_20150315_gm_hhnachtonbew
Hemelhelderheid in de avond, met bewolking;Berekende hemelhelderheid in de avond, bij een bewolkte hemel;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dmg:licht_20150315_gm_hhavondbew&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dmg:licht_20150315_gm_hhavondbew
Hemelhelderheid in de avond, zonder bewolking;Berekende hemelhelderheid in de avond, bij een onbewolkte hemel;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dmg:licht_20150315_gm_hhavondonbew&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dmg:licht_20150315_gm_hhavondonbew
Bestemmingsplannen (enkelvoudig);Ruimtelijke plannen met een enkele bestemming.;Ruimtelijke Plannen;Ruimtelijke plannen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl:80/unregafnemers/services?"")";;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl:80/unregafnemers/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Enkelbestemming&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Enkelbestemming
Bestemmingsplannen (dubbelbestemming);Ruimtelijke plannen met een dubbele bestemming;Ruimtelijke Plannen;Ruimtelijke plannen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl:80/unregafnemers/services?"")";;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl:80/unregafnemers/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Dubbelbestemming&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Dubbelbestemming
Wro: BP-gebiedsaanduiding;Bestemmingsplannen - Gebiedsaanduiding;Ruimtelijke Plannen;Ruimtelijke plannen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services"")";;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Gebiedsaanduiding&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Gebiedsaanduiding
Geluid treinverkeer over een etmaal;Hier ziet u hoe hoog de geluidbelasting door het treinverkeer is (Lden);Geluid;Spoorwegen;Prorail;"=HYPERLINK("""")";400;"=HYPERLINK(""http://mapservices.prorail.nl/ArcGIS/services/Geluidscontouren/MapServer/WMSServer?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=1&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";1
Schiphol Geluid 2011;Vliegtuigverkeer is een belangrijke bron van lawaai en geluidhinder. Deze kaart toont de geluidbelasting rondom Schiphol in 2011.;Geluid;Geluid vliegverkeer;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm:geluid_schiphol_2011&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm:geluid_schiphol_2011&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm:geluid_schiphol_2011
Alle wegen 2011 (Lden);Geluidbelasting alle grotere wegen, over een etmaal (Lden) voor 2011;Geluid;wegverkeer;Planbureau voor de Leefomgeving (PBL);"=HYPERLINK("""")";400;"=HYPERLINK(""http://geoservice.pbl.nl/arcgis/services/projecten/Geluidbelasting_wegen_2008_Atlas_Leefomgeving/MapServer/WMSServer?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=0&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";0
